"country","year","sex","cause","m0","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50","m51","m52","m53","m54","m55","m56","m57","m58","m59","m60","m61","m62","m63","m64","m65","m66","m67","m68","m69","m70","m71","m72","m73","m74","m75","m76","m77","m78","m79","m80","m81","m82","m83","m84","m85","m86","m87","m88","m89","m90","m91","m92","m93","m94","m95","m96","m97","m98","m99","m100"
"USA",1996,3,6,-4.99746507216473,-8.33161118062608,-8.93823896767206,-9.24783425907807,-9.62764979588457,-9.75669924012764,-9.88528253371929,-10.099617331934,-9.97485881310351,-10.0647846810934,-10.0258162972085,-9.99628892901524,-9.94798664289309,-9.81013683325297,-9.67330815772457,-9.75452367461756,-9.5585195673639,-9.4600235255786,-9.36382512431466,-9.29808858248412,-9.24371442654781,-9.09751189463382,-8.9682616523777,-8.8899466254274,-8.8250456623045,-8.63148974571879,-8.48310147539361,-8.40483935617129,-8.17580749192738,-8.04379099913967,-7.94734307197471,-7.77623247921702,-7.64971903611743,-7.58893252692254,-7.52854963035223,-7.49610243806388,-7.45034352596372,-7.39392779146749,-7.37604904849125,-7.3879080723652,-7.34146032891515,-7.25010405296223,-7.33520458271213,-7.26175538946688,-7.25864628520821,-7.23768520277425,-7.21737705451728,-7.19547885340168,-7.19045275648424,-7.27752594740159,-7.04736430382991,-7.08544336756325,-7.09293126356498,-7.04983319373601,-7.00437353140548,-6.92392923784702,-6.82222747289861,-6.81240434130656,-6.73884786507341,-6.71370114796447,-6.6247897124677,-6.50714700695886,-6.41703245131791,-6.35448348551605,-6.33163225820738,-6.23699771317865,-6.16708846792195,-6.0091909715588,-5.99961772944301,-5.88035986055221,-5.7856155898544,-5.69483413825264,-5.61373396666063,-5.51146116721146,-5.41206201218573,-5.32296133904545,-5.17428657041893,-5.09583575783472,-4.96071768147683,-4.85716900336797,-4.70524605315694,-4.59413026715795,-4.49316673046635,-4.34515316054213,-4.24374753224197,-4.12164238031701,-4.01438679652774,-3.9114318209456,-3.77955459266967,-3.68965012811819,-3.58542760045204,-3.45799953105821,-3.37192027637478,-3.2626610125119,-3.16816779043186,-3.07755436992917,-2.97967175258971,-2.87679877300655,-2.79330164228633,-2.74353088342393,-2.50637534217274
"USA",1997,1,1,-8.60087171490232,-10.1730254857526,-10.9353506134348,-11.6136137409612,-11.4462588264858,-11.7136728765887,-11.9224673260171,-12.0898600433715,-11.9387979013039,-11.5422570837149,-11.6724521327513,-11.5964979807855,-11.6472677021853,-10.7810411996072,-10.89042620367,-10.992047046009,-10.5284372962051,-10.2373024275013,-10.0558729698198,-10.1520101668024,-10.024086825139,-9.86863167655499,-9.86274459004875,-9.71322068666736,-9.69482362136855,-9.69990410731339,-9.43883831284136,-9.41524413661172,-9.38277494893133,-9.28888613116146,-8.98004204634214,-8.92404105851522,-8.79386216077555,-8.63810160234378,-8.37952752550331,-8.33442158171123,-8.1369094086377,-8.00195550033572,-7.81539308707623,-7.7436691932618,-7.55484412444803,-7.37768118757601,-7.24812642491215,-7.11160579371263,-6.98925196152549,-6.88965272661604,-6.72448742469533,-6.59408363290328,-6.46339663218444,-6.38260065330361,-6.30770527475013,-6.22561361274485,-6.14131601247623,-5.94218930160331,-5.8676799546006,-5.77571240783718,-5.6345230085576,-5.56281385814151,-5.47778896943065,-5.38272673569596,-5.2839678556615,-5.15862936876288,-5.06409369411243,-4.95779215474295,-4.87825564615713,-4.80383388684761,-4.72793105183472,-4.64291164594282,-4.54979432411426,-4.4573993649606,-4.33695836832688,-4.24601783353081,-4.14336881055557,-4.07363489552063,-3.99647573590456,-3.88010640596735,-3.7808775824117,-3.66748151546822,-3.58614166278382,-3.45390554991899,-3.3241137347835,-3.19110133269614,-3.09495436031347,-2.97110364532982,-2.86542035791919,-2.76138248605414,-2.6420831517084,-2.53391562468384,-2.44211398435698,-2.34260127173691,-2.21556178164381,-2.1292820108751,-2.03796008560603,-1.93279390540047,-1.84223501146251,-1.77525808753025,-1.6687301090572,-1.58087828613846,-1.54253003251445,-1.4669845940513,-1.25403506353074
"USA",1997,1,2,-10.0769580769588,-10.3207692156698,-10.2350670367063,-10.1839828281021,-10.2070123387036,-10.3557699986931,-10.4682754623425,-10.2346140957203,-10.4542686331354,-10.6652953862851,-10.6113774627012,-10.5063011461524,-10.5442925938205,-10.3642415743539,-10.1810447245768,-10.2075858022328,-10.3498354130156,-10.0192724026083,-9.8364320958886,-9.75123534501146,-9.73517189828282,-9.80445768863427,-9.66655591249769,-9.55270209443724,-9.54476896113717,-9.45907221048175,-9.42629744015862,-9.31620821329384,-9.37705819100613,-9.1986867347493,-9.22223352010297,-9.00583695093154,-9.08033188090111,-8.8236627558403,-8.84384829703814,-8.62735546542029,-8.54038350503031,-8.38423854259708,-8.25049937382776,-8.15422096753031,-7.92954415102886,-7.76871019734028,-7.65292330280216,-7.47598858114895,-7.38610197227967,-7.2195905468405,-7.06151134844596,-6.96848079220551,-6.77567140482307,-6.70755900972817,-6.58625880105435,-6.38847298575314,-6.23709223634385,-6.13485676179772,-6.03855214403557,-5.89708329385156,-5.7775073100886,-5.67130298319175,-5.54723341860697,-5.49085744882825,-5.34107906364877,-5.23753874627821,-5.1257291975954,-5.08492514580176,-4.96575302831608,-4.89401300692165,-4.79942804213742,-4.72335046015128,-4.62901167016479,-4.54956707344549,-4.46719272493557,-4.4128614269706,-4.33757917090845,-4.31381331194129,-4.27340499025032,-4.19711633676054,-4.15289730575682,-4.06966851645158,-4.04740023917087,-3.96680904819923,-3.88795508144507,-3.83134222271446,-3.76509556736921,-3.72985968605893,-3.66796619618948,-3.6250654452003,-3.56152013429404,-3.52883378098028,-3.48341954239248,-3.45350027849929,-3.40004268047867,-3.4143781740766,-3.36312650667414,-3.3038963290408,-3.27180786836509,-3.28801975493506,-3.27302479990864,-3.2961720677019,-3.2301163020847,-3.2084065076175,-3.26719472263679
"USA",1997,1,3,-8.49441250209487,-9.98930577884001,-10.7630246887412,-11.0389970984213,-11.7688897923565,-11.6163382450828,-11.981124363345,-11.626849139149,-11.9343392689668,-11.397698297825,-11.6173521289451,-11.7732120387125,-11.600234859425,-11.6047260194064,-11.4124422820888,-11.054886896488,-11.2681365617062,-11.2574179376046,-10.9882570211438,-10.9780733858281,-11.0057707496519,-11.0428666981353,-10.9305140368614,-10.9172701541927,-10.9747851831956,-10.8153163304131,-10.8107622405989,-10.7712932968334,-10.56322927522,-10.593914110201,-10.6868922090264,-10.4217338501236,-10.2522319639019,-10.167378372241,-10.2555522663268,-10.1537794552824,-10.0483463553417,-9.98765565866223,-9.70897519396211,-9.86593406967242,-9.63789336096647,-9.44186844235597,-9.43604923412926,-9.30550312641781,-9.18630652727615,-9.06987264765618,-8.98258888594902,-8.91765929258942,-8.75710991721093,-8.61044412261131,-8.58677575248948,-8.46542538944781,-8.26940742884805,-8.12290082139921,-8.02497252485653,-7.86863457910388,-7.67669220268822,-7.59544123861466,-7.47700674264178,-7.29048370958371,-7.04605775800664,-6.95193991854501,-6.80174746151716,-6.66306124228288,-6.56724619194864,-6.38611548037466,-6.2494168738266,-6.14274482904493,-6.01414885748443,-5.88073785174448,-5.721746092928,-5.62108268110947,-5.52814974374441,-5.43644710688049,-5.34139518818361,-5.2474971687765,-5.1435056107572,-4.98425638368944,-4.92131960466502,-4.76991451472656,-4.63593165609682,-4.49415352212693,-4.42562680316986,-4.28722122222162,-4.20432524679265,-4.09120190222708,-3.99181108718535,-3.91295315885598,-3.83333486589275,-3.67593938483227,-3.60626625578136,-3.49457279616294,-3.46596215227991,-3.32382686135768,-3.2704269728702,-3.15479369362592,-3.10744354598305,-2.88965907954426,-2.94437738598505,-2.86938666337586,-2.63530955336859
"USA",1997,1,4,-8.79545058201908,-11.0168380588282,-11.4481641548895,-12.1942195568688,-12.6865186834205,-12.5871356399779,-12.5952186591227,-13.1820912848492,-12.684672463056,-12.395330807428,-13.1533485323284,-12.4608052698389,-12.6870464782249,-13.1453066120446,-12.2378424746039,-12.7674900202662,-12.2222506286073,-11.9397266007121,-12.4877978420058,-12.1568902734034,-12.0185023108496,-11.9258900896174,-11.6780398985044,-11.4304829472135,-11.1804004103349,-11.0995014819837,-11.4379538647735,-10.915875858109,-10.9709033478278,-10.7955488452104,-10.2728189887136,-10.3762560871167,-10.1513110956994,-9.85245701121043,-9.56088589200412,-9.36584344959525,-9.31471703339731,-9.12070164055382,-9.02710767359943,-8.88840691597977,-8.65907972910168,-8.46690041667485,-8.35121703437708,-8.23272212513736,-8.11999235046444,-7.98770952501062,-7.94967992691246,-7.94327943799665,-7.83898500580641,-7.7316179792994,-7.75166830113046,-7.63246648384172,-7.75728170836518,-7.77829024307452,-7.67181583049165,-7.63457776368786,-7.56698210354277,-7.58951681001595,-7.4877774479923,-7.32347784744464,-7.43319228098096,-7.29745128142662,-7.30786161218381,-7.16184563158332,-7.09406199445726,-7.13276214731517,-7.07143489152445,-7.02804863883991,-7.00615776488738,-6.8567103199691,-6.84552760007925,-6.82974525860406,-6.7312883983533,-6.66690292939843,-6.67434162316903,-6.52231196872276,-6.49221610695719,-6.43913092529512,-6.34291311134263,-6.24189085680629,-6.19214369953042,-6.09909177243033,-6.00201022552422,-5.81160406586131,-5.74170257202415,-5.65183527089186,-5.62944115117959,-5.56901844759204,-5.35044262640847,-5.36611822562879,-5.23989042323798,-5.12204001942573,-5.04749199230467,-4.98432714231329,-4.86143650904432,-4.69618784154306,-4.79154791941786,-4.64669599748693,-4.66514867577544,-4.8819435446351,-4.33633043726888
"USA",1997,1,5,-8.00044372057289,-8.37381959971816,-8.56504857129669,-8.62161751450921,-9.01247842255765,-9.03016583398416,-9.13223903755887,-9.28424510464098,-9.24637477466988,-9.3522513577776,-9.19980903804812,-9.13647003416813,-9.01932745383027,-8.53514051442638,-8.24491339017106,-7.80220390329158,-7.29804025276773,-7.0225044096571,-6.81966786069424,-6.7335889343062,-6.7730872909148,-6.63134010333781,-6.80100752140012,-6.76606983831395,-6.8789590279477,-6.86533136669409,-6.91106425191805,-6.97515862672452,-7.02990984204247,-7.0479095182327,-7.03851743768517,-7.05430018030315,-7.05367935305645,-7.00519146958762,-7.02613919524331,-7.02812111056116,-7.02530584899868,-7.02493923792441,-7.01252330204033,-7.00472475135834,-7.00167178183038,-6.95544040953825,-7.02510301864335,-6.97353219365833,-7.03141170395102,-7.03521723639647,-7.06831066175708,-7.06617371072625,-7.085749827767,-7.14105277803059,-7.30143072140915,-7.23538065689381,-7.21620090870995,-7.14314621322134,-7.23083813318879,-7.21504428394745,-7.19688620224333,-7.14816305208756,-7.18535284168933,-7.19236306741251,-7.20815948444405,-7.20167844324985,-7.22216227184584,-7.18473299095501,-7.1887445880945,-7.19401512112471,-7.20162119074362,-7.11227920304935,-7.0259168102775,-6.97804773403849,-6.90236898454459,-6.89253913606039,-6.88749337130613,-6.75461165538846,-6.74935882647131,-6.69144268591009,-6.56799444413334,-6.40313574360451,-6.42213587719091,-6.27306495275767,-6.21002103219305,-6.04903338502123,-5.96896271949566,-5.85315016676917,-5.7670905469345,-5.63299483149922,-5.57202312661858,-5.48947191768277,-5.40792103894893,-5.32204792419967,-5.25690543376875,-5.11942044692075,-5.0650670468148,-4.9444378757,-4.90651586378602,-4.71098919618636,-4.69373978923828,-4.67901434872641,-4.85708070189172,-4.60351076891817,-4.55191979210887
"USA",1997,1,6,-4.92156381373225,-8.32284333962044,-8.94123431157209,-9.43733434241775,-9.59157391321884,-9.80325575453282,-10.0570018656977,-10.4192321976798,-9.88164883914171,-10.072985978329,-10.1495181192096,-10.1250026112602,-9.86794421103106,-9.6131712701577,-9.64484760259671,-9.62199439491552,-9.46789676676172,-9.27298870410183,-9.18934349649694,-9.10089224373915,-9.08360414742477,-8.95842530647297,-8.92603144197015,-8.89985553413969,-8.82951240637396,-8.69256821284339,-8.60070840189465,-8.36987615178413,-8.24987323700872,-8.16957496805954,-8.09442598217843,-7.87407073808208,-7.74786876672236,-7.71597785741256,-7.63963510591658,-7.53223187619561,-7.5366608794046,-7.41308605654547,-7.36860550584035,-7.41438090088451,-7.33194449296543,-7.24823137267742,-7.24012673841614,-7.21159213408588,-7.22143059343239,-7.1230125810653,-7.12173651705147,-7.09308382019138,-7.06076713507449,-6.89389474260446,-6.88885813177266,-6.98513212612779,-6.97992709905011,-6.90516102640038,-6.85644078755866,-6.83908109884377,-6.78106086513143,-6.68000913020869,-6.5759457094423,-6.54799481528388,-6.51164538478832,-6.4069109242247,-6.33458858678491,-6.30008797588922,-6.19238003427096,-6.09433409283669,-6.08159232941023,-5.96852284161853,-5.8316476630658,-5.7634581673939,-5.63627137989418,-5.52918732553996,-5.4232904562662,-5.35155090848879,-5.2626587175876,-5.13687519197244,-5.01447295446376,-4.89235874532409,-4.83465139303751,-4.69464333852078,-4.52015992936735,-4.39214617163858,-4.28252352028786,-4.18161961870373,-4.08625832602045,-3.94418289088477,-3.81736703266505,-3.71893326390601,-3.63047654460513,-3.5340447384887,-3.40311247801243,-3.34425686556167,-3.23491926175805,-3.15759848422158,-2.99263564060447,-2.97269340797462,-2.85845753902064,-2.74079577368745,-2.76987253679922,-2.59919433759024,-2.46923867154554
"USA",1997,2,1,-8.79066214109552,-10.4827868977206,-11.0685425729404,-11.5502425075742,-11.7469437170136,-12.3124832561874,-12.1496796475466,-11.769602860605,-11.6975617735713,-11.8569998248097,-11.4127510713925,-11.7352223842145,-11.4128012882276,-11.5558782134788,-11.4492484269841,-11.408320275443,-10.9997682683599,-10.6972647115581,-10.6401101169773,-10.516212547195,-10.2408668053138,-10.3176073178256,-10.0919495673804,-10.0981322489358,-10.1201613785438,-10.0037864766148,-9.84920031869042,-9.77314595113362,-9.71268243495642,-9.6746906149637,-9.55423287385018,-9.42775345303672,-9.27724172552654,-9.10462503316592,-9.10431842656683,-8.99000401898269,-8.85536757527319,-8.6377319015992,-8.66810116023272,-8.44536348413563,-8.34059365603284,-8.20514877372466,-8.07810593854203,-7.93993626683132,-7.89842369957153,-7.83004984813318,-7.67568648101411,-7.57700193811014,-7.42157469707979,-7.30946293496338,-7.2693324186351,-7.07558329536992,-6.96230916580183,-6.8210812036733,-6.77282468590221,-6.64524925674718,-6.51347491091789,-6.39573063351737,-6.24883165193463,-6.19579784768877,-6.11391146035145,-5.9363117190633,-5.8014098128149,-5.69471857420297,-5.5809162954519,-5.52099804587881,-5.4151703746901,-5.31858980909259,-5.21626799502412,-5.07817182584153,-4.98842151804269,-4.85143957201831,-4.70708802212831,-4.61292978849458,-4.5187794992682,-4.38837109059008,-4.27923308318413,-4.11878286466433,-4.03702466047656,-3.90019044408258,-3.73347465835857,-3.60933260099401,-3.46501041354105,-3.34434289664051,-3.21077900384848,-3.08046532593669,-2.9365197902968,-2.8212857566484,-2.71276938760938,-2.56663772372218,-2.43053156467808,-2.25954416239334,-2.22335779021084,-2.08565575914775,-1.98101775179988,-1.89411892194713,-1.78215826561237,-1.69975982142638,-1.61445510109368,-1.51502759231855,-1.31397512960952
"USA",1997,2,2,-10.0390417452363,-10.2592621712085,-10.3720308955418,-10.3068750204904,-10.3929891597907,-10.139768080383,-10.4448733857994,-10.6266090436401,-10.5367858579618,-10.5379872013953,-10.7979123446263,-10.6632220909032,-10.7474089128939,-10.6084831030281,-10.2858805027265,-10.3569627013759,-10.2292565238498,-10.3198880429937,-10.1300183964658,-10.2572659171744,-10.2881142921889,-10.0884262764392,-9.95216785524439,-9.94565582403236,-9.75792500156001,-9.85827286358279,-9.49716255119854,-9.38629795794094,-9.38732219751125,-9.18795698416201,-9.15425729377946,-8.89205961060309,-8.81277390076259,-8.68878613140473,-8.6011602128562,-8.40000181432228,-8.23531548797954,-8.10237933956403,-7.98925563604176,-7.84673073352047,-7.69026534203999,-7.54867648966021,-7.48128425247612,-7.3520376588038,-7.24437762271232,-7.16075499230919,-7.02570953309702,-6.94010960520301,-6.78672550077336,-6.6769529970271,-6.57693981170718,-6.4640307085045,-6.34451248940322,-6.23319339779137,-6.19830884198307,-6.04549940776018,-5.95002338541788,-5.88458317218931,-5.80161896541819,-5.73585057478978,-5.67385047807695,-5.5437500580158,-5.4566131774755,-5.37655983751305,-5.33623959000004,-5.26975573413523,-5.21992356254616,-5.15419919154399,-5.07503142453359,-5.01818969795007,-4.95401946256253,-4.86669425912877,-4.81675049706494,-4.7732848742065,-4.75838427201438,-4.7217626520276,-4.66264002901312,-4.60762551098476,-4.58077297210415,-4.50320818357073,-4.45541579592977,-4.41150910291385,-4.37602366923393,-4.32605763788581,-4.32520646291551,-4.26652486371961,-4.24886922864869,-4.17686016165462,-4.17664462364225,-4.14852870582949,-4.12956144347679,-4.08536679344327,-4.02602109071913,-4.01360227680562,-4.01331952434461,-4.04271546338976,-3.99405900267286,-3.93847406611294,-3.98183493310283,-3.98239288562988,-4.01333049204503
"USA",1997,2,3,-8.75105868748788,-10.4356947331734,-10.690632902362,-11.2043661261427,-11.6875245167152,-11.8564507492141,-11.6662423519815,-11.7555478780602,-11.8578045577685,-11.9261873238139,-11.6912832384171,-11.7120546306935,-11.2135802975389,-12.0861878580721,-11.5412895822674,-12.326612301589,-11.8708776692367,-11.4188703208139,-11.4554567697521,-11.4006308665244,-11.0952363950844,-11.4140092187278,-10.9726773515274,-11.0129681522172,-11.1603560566406,-10.9918212028868,-10.823986424097,-10.9597327533487,-10.7181808749655,-10.7658563394597,-10.9400011288206,-10.6344214767936,-10.585438759194,-10.4752405535167,-10.4220736969748,-10.3208865092912,-10.2031909958587,-10.1186270554332,-10.0501308660153,-10.004902495061,-9.76760240238184,-9.54256715822622,-9.72119557042517,-9.35760703950998,-9.48837762119033,-9.42665719433442,-9.29196445232128,-9.30290284531914,-8.90936967655348,-8.92964497809245,-8.82071193741033,-8.72189892294992,-8.42207964232377,-8.42640368067182,-8.1860995052316,-8.08306790521137,-7.92561439520077,-7.79009053784331,-7.48967410857452,-7.59449948545617,-7.36159701168898,-7.21246733348586,-7.06659295982027,-6.93482615505115,-6.853187754044,-6.72565012003883,-6.68230652206018,-6.56410816170364,-6.42312298318436,-6.32215440724214,-6.23446085787571,-6.08901031090489,-5.99428429824105,-5.93955261650836,-5.84350849552305,-5.74794272310158,-5.61300544365017,-5.53912854964617,-5.42973388913482,-5.33707470456431,-5.1627112604632,-5.10788160952304,-4.99750639171621,-4.90534160569638,-4.82850059131844,-4.74353428922102,-4.60749426655799,-4.52352843656209,-4.45281028007991,-4.33966740872564,-4.24705521581578,-4.14238681100679,-4.01204474462004,-3.93716264690124,-3.85606490602404,-3.75960973268556,-3.64444302631024,-3.57213452434499,-3.48753030272164,-3.37836761601114,-3.12069510107699
"USA",1997,2,4,-9.1918651123648,-10.9531842933003,-12.110763709467,-12.1420494700749,-13.0886110439658,-12.4887454809956,-13.3491728910579,-12.8652196456639,-13.8190097250454,-13.1443536938683,-12.4248126677015,-12.7361072092575,-13.837344308353,-12.0393840487483,-13.244272970234,-12.0378820566733,-12.3584294498007,-12.9234944243706,-12.3189460387177,-12.0013108747042,-12.150631154715,-12.408268157408,-11.6127026161144,-11.5098403700043,-11.7617043854116,-11.5812455768177,-11.8594544199996,-11.4201266147482,-11.3388257691209,-11.1684426513425,-11.0394643894134,-10.5753642640731,-10.595519188337,-10.4398886387707,-10.2612593367077,-10.0491113072382,-9.622024143507,-9.6871891541821,-9.65001105531764,-9.50970969310252,-9.430740398621,-9.19315861873525,-9.16985939365467,-9.04812784049903,-9.05036578050073,-9.09840990623941,-8.93334973283081,-8.93119655492825,-8.79816518753802,-8.80236077339906,-8.77580196486749,-8.6502645140873,-8.64619118946211,-8.52833620754972,-8.44737763051978,-8.32781756517517,-8.32163197081477,-8.33552067362899,-8.20263309899473,-8.13905532076424,-8.08850159671989,-7.91915230265604,-7.79798668593862,-7.73194445745293,-7.6828174605683,-7.60666288386744,-7.61016615269298,-7.48508135251371,-7.37003035359423,-7.30020138259575,-7.27898613083903,-7.09083943318784,-7.01279195508291,-6.97429580768776,-6.86965952477667,-6.86032289483284,-6.7707793764551,-6.65228987729038,-6.55637051348597,-6.49268543214143,-6.39766966400072,-6.26307500666815,-6.2422815319955,-5.97025409332176,-5.98088037958276,-5.88077762519704,-5.74843886847903,-5.61373396530551,-5.42304338487048,-5.40145054084163,-5.31024620640751,-5.28377254342213,-5.16020743665823,-5.01717838835815,-4.97265062835929,-4.92165409667111,-4.83691248554976,-4.73861047841805,-4.74752201632254,-4.55598758396661,-4.64376837463748
"USA",1997,2,5,-8.23660340880698,-8.63481543305061,-8.85795956271431,-9.0403254688447,-9.25664824219521,-9.36831828457198,-9.58824051673685,-9.56493348420123,-9.68797085523523,-9.69358720252857,-9.57829875281182,-9.76537956336872,-9.43953350441864,-9.33846450339095,-8.88383303895112,-8.65967734994569,-8.11036547301286,-7.9898801155824,-7.95789041710944,-8.10391781749683,-8.18094991246579,-8.24286024684413,-8.08272532716649,-8.27919196733773,-8.31272628521742,-8.30825922145656,-8.29530885889225,-8.28185097424717,-8.28064662103879,-8.38759951362122,-8.37009525920089,-8.28241627019023,-8.28192568601879,-8.19998196449726,-8.1743316848903,-8.15699401312178,-8.15276375658151,-8.14733847787342,-8.12324183507626,-8.1289440187691,-8.09053930688943,-8.11505043440648,-8.16606703106523,-8.14773341291088,-8.14664344067616,-8.23056895876167,-8.18485463787857,-8.17317704509783,-8.21856110966665,-8.17584893475803,-8.33024496720923,-8.20989353606111,-8.28797912062906,-8.22979555485477,-8.25105752394032,-8.2808019649677,-8.24551595033269,-8.16743321298466,-8.12893086943994,-8.12783007770472,-8.30123118089048,-8.12526030523875,-8.2595609824248,-8.05040890007625,-8.26102148567157,-8.0036530910551,-8.05413161764578,-8.00189450721083,-8.09199409373305,-7.94532211700344,-7.871416845838,-7.8684287954171,-7.6610931637472,-7.55247585109781,-7.57856977585761,-7.4157403130014,-7.39873378550462,-7.23689288218629,-7.11387942703283,-7.038205020544,-6.94331635963833,-6.82365358138122,-6.68759024967122,-6.58997808431944,-6.47729081636818,-6.38699755272936,-6.19073276380391,-6.19038501077599,-6.078232379439,-6.02311813480582,-5.87213785853088,-5.75321383140266,-5.71821690182484,-5.62718126740081,-5.573402739916,-5.40673949634937,-5.18651024062969,-5.21726995130977,-5.32787530153932,-5.11489453615058,-4.92098890288672
"USA",1997,2,6,-5.11793679172186,-8.44239917544563,-9.20092923055322,-9.53561932640808,-9.88297429974683,-9.67925053677712,-10.0243675110293,-10.2293651728519,-10.2118393784062,-10.1191842999094,-10.1160598886569,-10.1043815633708,-10.0108247398696,-10.0296217451496,-9.80122300724041,-9.94058075014693,-9.79134089707012,-9.54636705733285,-9.64440175270833,-9.3917642387147,-9.35545567073419,-9.27589141635639,-9.11985917021673,-9.01849031116686,-9.04805401084711,-8.94380634543212,-9.03449399299602,-8.74298271661069,-8.77437036130335,-8.65838436178087,-8.51515933627779,-8.44258024628172,-8.40542143655335,-8.36224429604386,-8.33683431045289,-8.32818893269885,-8.19223262933013,-8.17068838966327,-8.07205131904875,-8.13109214338943,-8.08556556702919,-8.05470680926674,-8.04805538543094,-7.89987163157303,-7.91418216941395,-7.86472051195613,-7.75450999979648,-7.69526554578194,-7.69144006886349,-7.60839968874865,-7.65201675651088,-7.48245731434542,-7.43295901306615,-7.31889315976976,-7.28470574868398,-7.19429017182032,-7.14510729803069,-6.95411466203641,-6.87424354194896,-6.86042349531985,-6.8154283269886,-6.65799074727098,-6.58240421895894,-6.52570043255673,-6.44541902387411,-6.383473682256,-6.2997217116959,-6.08420734768577,-6.13508391824556,-6.04369760448935,-5.94632458084932,-5.78593519285368,-5.71170206056331,-5.59903320564288,-5.55668714339932,-5.43132257285334,-5.29870054745477,-5.15444072171274,-5.08032617553118,-4.98802936158119,-4.78186661493963,-4.66929590268228,-4.55064188174675,-4.41470235722918,-4.29395871609894,-4.18718765369468,-4.05415293658501,-3.90213061688005,-3.82349596029197,-3.6982028513914,-3.57480762844039,-3.45948711350164,-3.34307509528625,-3.22950137738089,-3.13162185735614,-3.0548326584831,-2.90981617632108,-2.84150625883677,-2.77311072741573,-2.67361394603197,-2.47755010718527
"USA",1997,3,1,-8.68898366915058,-10.3125179697824,-10.9981926300685,-11.5821938857809,-11.5817396609816,-11.9619474076459,-12.0269817310363,-11.9207327751663,-11.8138480502533,-12.2085079578604,-11.5374468344341,-11.661766219586,-11.5260427020334,-11.0863535281778,-11.1243077697255,-10.8578001814255,-10.7295345936813,-10.2825570069985,-10.2983735632727,-10.3137342987,-10.1241581017685,-10.0631785432875,-9.9684435416511,-9.88395694459163,-9.8822008593945,-9.83856104852456,-9.62189695344044,-9.57714319697979,-9.53315822347337,-9.46234610466513,-9.22430945121525,-9.1438484306276,-9.00612612217778,-8.8442885157927,-8.67663656162097,-8.60841505713377,-8.43439198998179,-8.27146596891762,-8.15579899873787,-8.03631962952426,-7.8741664649974,-7.71243843913893,-7.58354454152603,-7.4484570800905,-7.34929999920585,-7.25870550809837,-7.09893775338506,-6.97785375486941,-6.84058723476276,-6.75032439902384,-6.6850330278128,-6.51011106951313,-6.48858701925456,-6.29927196545337,-6.23202337011976,-6.130950970345,-5.99458013477031,-5.90998165281676,-5.80517137083897,-5.72498347817977,-5.63379494330503,-5.49154075959995,-5.38456803877771,-5.2793527288054,-5.19116285381469,-5.12479107469847,-5.03970714786577,-4.95112889904284,-4.85670641971863,-4.75091746773771,-4.64814659518782,-4.53963196201632,-4.42210571966866,-4.34355804625682,-4.26265202428629,-4.14275685349015,-4.04143471775532,-3.90930997927242,-3.83251785888982,-3.70239341799435,-3.55778474354303,-3.43378655247397,-3.31591371425539,-3.19826392353829,-3.0812657643039,-2.96579119660951,-2.8358131403879,-2.72712377291922,-2.62807119332447,-2.50055980723917,-2.37009711678376,-2.27819909712396,-2.17656249628429,-2.04932419863679,-1.94989887966119,-1.86907860898684,-1.75944324872427,-1.67709619936839,-1.60186572777078,-1.5071280792399,-1.30499503520952
