"country","year","sex","cause","m0","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50","m51","m52","m53","m54","m55","m56","m57","m58","m59","m60","m61","m62","m63","m64","m65","m66","m67","m68","m69","m70","m71","m72","m73","m74","m75","m76","m77","m78","m79","m80","m81","m82","m83","m84","m85","m86","m87","m88","m89","m90","m91","m92","m93","m94","m95","m96","m97","m98","m99","m100"
"USA",1965,3,2,-9.34234311834181,-9.55725505948921,-9.27616682607517,-9.17029915848593,-9.06420455727421,-9.21223137507832,-9.50193056162352,-9.48062432711217,-9.6053140854711,-9.64142790730455,-9.68003164666742,-9.78998818943869,-9.52940256616486,-9.7349293061875,-9.558962181705,-9.42576050132174,-9.43680843861368,-9.33976291722317,-9.42092912495161,-9.39219302215521,-9.25703704762561,-9.28725250552965,-9.19673992748644,-9.19173603336833,-9.25448084132695,-9.06147518881408,-8.90669055148843,-8.82163570879792,-8.76277013361773,-8.67023414648298,-8.51244635986793,-8.36778148889865,-8.30740077772721,-8.20198076583715,-8.10218336885005,-7.9476133824667,-7.87345294906722,-7.73519116442592,-7.64980099747421,-7.51005169803533,-7.4036901412322,-7.2650407932107,-7.16117662774293,-6.97196419777966,-6.88144600958376,-6.76324219740135,-6.74714690404097,-6.55438895960105,-6.46878608200283,-6.37909447480652,-6.32143429861729,-6.19001275940248,-6.03450387328056,-5.99433647222242,-5.89562362777505,-5.81604257777576,-5.77965775516281,-5.70035932882745,-5.60479056605751,-5.53422900864434,-5.51358056181935,-5.37646966779518,-5.25437572339853,-5.25301774533743,-5.14642477795606,-5.07955051405547,-5.06551854304177,-4.99102585791363,-4.91001452140778,-4.90870784711491,-4.84560844166502,-4.86286380508798,-4.75550788457677,-4.75040558632239,-4.70388660579325,-4.62902801931368,-4.52912899239474,-4.53636864967941,-4.51859797742737,-4.45700023393025,-4.43087183813273,-4.42588846591449,-4.38006834091668,-4.32414568309194,-4.3082574070723,-4.27341426806409,-4.25717462760285,-4.20633091286888,-4.2135003925383,-4.16934725558944,-4.17687544731088,-4.30654285759143,-4.27330792914676,-4.27016344342675,-4.14027365111105,-4.01306574627274,-4.36443015312868,-4.30147207727762,-4.15137425264266,-4.58587343071708,-4.5285512457192
"USA",1965,3,3,-5.95997834416419,-8.01681001854206,-8.79840206457007,-9.39702908543136,-9.66583662899838,-10.0329896802309,-10.3459763866243,-10.2324202347536,-10.5143055148636,-10.5161247418799,-11.0216805015689,-10.7039774243246,-10.5750924533786,-11.0015399591205,-10.561913351804,-10.4831298314558,-10.517531162531,-10.4547421833555,-9.85082319352118,-10.2642194153181,-10.2791092591714,-10.3247771022179,-9.86408179075144,-10.1274448510996,-10.2388339669169,-9.82477141954805,-9.89185820609876,-10.055067220275,-9.60857502588089,-9.7424596799779,-9.77972661291202,-9.74200326878427,-9.37335636799347,-9.57355695448302,-9.10076640190111,-9.39698034704167,-9.60945918474098,-9.54291928718462,-9.15042713974627,-8.94662321244623,-8.94590274781851,-8.84940179103018,-8.82066470149019,-8.42285893269222,-8.35018601262561,-8.46744359258743,-8.44731161672759,-8.33596786889698,-8.25996567298906,-8.15987806085828,-7.95112903089364,-7.91416089086551,-7.8339015705993,-7.75916087718781,-7.43043062942473,-7.37400843586587,-7.31268388001946,-7.34823565958474,-7.1086620102001,-6.99721265220671,-7.01944106391722,-6.92281878493327,-6.76714127213244,-6.65493294297847,-6.42162927686136,-6.37667919278109,-6.52356617120622,-6.28166585237125,-6.09113689970053,-6.20489690612522,-6.11147120341394,-6.12867556046275,-5.99388750124419,-5.94431660666345,-6.02335086785743,-5.84260717162231,-5.75193119150047,-5.70219405231624,-5.46916251872472,-5.55862514470315,-5.47806649041251,-5.43279556977622,-5.35161103287702,-5.20998566764612,-5.03750149809721,-4.97350060046147,-4.91196010349705,-4.79803136551742,-4.70639744618405,-4.67300818197367,-4.50917636290787,-4.5766487010914,-4.45723593461322,-4.25604199311782,-4.06747654376317,-4.00022745399312,-3.59020130376278,-3.96434681664153,-3.95127755405894,-3.68448190465109,-3.60270013206512
"USA",1965,3,4,-7.98439228612275,-10.0587769365064,-11.1265204595693,-10.3387914822639,-11.5244185944718,-11.7602106283214,-11.7024177845946,-11.9041620305239,-12.0792916647269,-11.9401594309826,-11.6219656473431,-12.03439132705,-11.7158162273969,-11.5039087470837,-12.3986388695674,-11.1464240488661,-11.3472538780967,-10.7553042956536,-11.0440658817439,-11.2013442340951,-11.1694245046423,-10.6224702816045,-10.729087758201,-10.4897377873425,-10.3320397207972,-10.1976858910392,-10.3463308933136,-10.0759013071778,-9.79122743561871,-9.7424596799779,-9.54873988413678,-9.35538124847758,-9.47584696378838,-9.20333778543653,-9.02719508622965,-8.80803694401172,-8.80492530510885,-8.87700416207038,-8.47685005538042,-8.41967820680036,-8.24044771958397,-8.34550170434703,-8.13532376902427,-8.03874693758538,-8.00032652348857,-7.85133761669727,-7.8512871227616,-7.70650015560819,-7.66352094534383,-7.45571781055427,-7.33903397284401,-7.44496403858971,-7.40608916379914,-7.39635442772177,-7.31374174906341,-7.31419606000391,-7.18069151252264,-7.23409189555967,-7.17555680071962,-6.98282560693352,-7.00871710055424,-7.03149509689656,-6.96246143105877,-6.93251576017913,-6.86430162714402,-6.77357989593815,-6.74307009185352,-6.64445701149377,-6.47718991296385,-6.65186688749333,-6.60872913030599,-6.59617119923486,-6.48910413115285,-6.47498263705655,-6.31655995940432,-6.17088721668781,-6.23191169663617,-6.06999165050066,-5.98282459873959,-5.82223704902292,-5.81198604689421,-5.7517125012782,-5.69847561299012,-5.60624304305864,-5.5440328345463,-5.44613641268679,-5.34291722485652,-5.41524808666093,-5.14752553517941,-5.25816415597465,-5.0131833911494,-5.32338231133274,-5.29703494286258,-5.13895630840598,-5.05300010436794,-4.85733657199231,-5.00487638877111,-4.79230196359839,-5.21361889713989,-4.82417718736276,-5.08507723399594
"USA",1965,3,5,-6.9756916700436,-7.72062383608398,-7.92013612259511,-8.09665796191191,-8.2635117501511,-8.36005545623768,-8.44885640173846,-8.55425794324927,-8.58806813140704,-8.73678779265037,-8.74401640944549,-8.72893900234623,-8.86963945875471,-8.43146571396168,-8.23849417190711,-7.86154019488094,-7.55808773404617,-7.33050349750765,-7.10718206929219,-6.97835960828286,-7.08668548854049,-6.94756887692579,-7.0135506682666,-7.06213164370709,-7.15659345385636,-7.15316345331577,-7.15805550889413,-7.21520531742777,-7.19913267295386,-7.10111286738004,-7.07484078542672,-7.08053779535651,-7.23315708007606,-7.25678722649702,-7.30143505877884,-7.22317604391354,-7.28430312638539,-7.20282275743332,-7.20728937949193,-7.25272926847182,-7.05562675805972,-7.24240258818533,-7.19901613944386,-7.20878428919972,-7.31231795222573,-7.01589246245094,-7.10444868826201,-7.05317031557429,-7.09953595329774,-7.12445624956051,-7.06814957464261,-7.07370667135671,-7.10894651275025,-7.04571987728805,-7.03552786207477,-7.03291099901871,-7.04663818912996,-7.0138343491346,-7.0435078301122,-7.02296670244,-6.97334995671695,-6.95573814982523,-6.86163735641004,-6.9700652978808,-6.8758624495451,-6.86876398028804,-6.97512001259642,-6.9202565573196,-6.69828707715054,-6.81427420361971,-6.77481048007713,-6.93906734900642,-6.66461963347781,-6.5956600307393,-6.54006546308382,-6.39203417113319,-6.33383565716253,-6.27056855509891,-6.20944086299818,-6.09605041780192,-5.91545417866896,-6.05805491226051,-5.8435523407277,-5.59489024453786,-5.5536507643481,-5.4428196087233,-5.31703072034484,-5.16158761327642,-5.19415650036736,-5.04225047935,-5.08369437474376,-4.86067249949007,-4.78881010079665,-4.69368533528216,-4.79910841317407,-4.68615774629306,-4.55762138215954,-4.75905267933535,-4.24175831411093,-4.37456433704987,-4.77148095293417
"USA",1965,3,6,-3.93444003590652,-7.38242099620419,-7.99704129936989,-8.43508970275253,-8.48211596975564,-8.90158756873981,-8.98850246403994,-9.33407515701656,-9.27724967557363,-9.33746974553822,-9.48189948384682,-9.23764035553114,-9.36597824955227,-9.18258147227995,-9.18089604778495,-9.13282907298382,-8.97405121788871,-8.92353344252785,-8.8545336500308,-8.79629756013914,-8.74167626869423,-8.7538490445457,-8.61594629807529,-8.64095032488118,-8.62502148002426,-8.68978439782452,-8.56374580036161,-8.44151407569577,-8.46568473690489,-8.41447329024494,-8.39343225179213,-8.28992116712638,-8.23594181374507,-8.18564053299126,-8.11970206505902,-8.05053189446897,-8.11177812454891,-7.96384173312961,-7.92687973229571,-7.81622967391002,-7.8472904591504,-7.81894880309309,-7.69936302422245,-7.66123790674381,-7.59322475380393,-7.44227149641551,-7.46597947207841,-7.42299756066013,-7.38812670368574,-7.26555203630069,-7.01897084782003,-7.14107026314131,-7.05439899894432,-7.06658333492296,-6.90803030519837,-6.78104789781773,-6.85715508038839,-6.63013346477343,-6.52075936399881,-6.48604620457801,-6.47887347095249,-6.47177616832879,-6.31009204514726,-6.30338750980485,-6.1793011311519,-6.02852485577618,-6.09055803031803,-5.94597690790395,-5.83026548440588,-5.90245775214048,-5.78832809120953,-5.82203700040215,-5.66444741762295,-5.66784179369407,-5.54491262738586,-5.42732144512137,-5.34546194260568,-5.33002876797144,-5.17185517862585,-5.06158962262251,-5.0879198074006,-5.01362147834053,-4.86304722438783,-4.757038561198,-4.82289685187778,-4.62998043190477,-4.60614973275264,-4.49761805835612,-4.56020663660872,-4.37849111491315,-4.29375907964042,-4.23670417224763,-4.23966561272852,-4.14016161004446,-3.98111861907547,-3.9281038548469,-4.11989541183315,-3.6132107436526,-3.73462061783408,-3.89272625015713,-3.431767591116
"USA",1966,1,1,-9.19020081526108,-9.61776610024409,-10.2467795038436,-10.7158541993657,-11.2138539642325,-11.0361970111637,-11.0815173149983,-11.6200358011431,-11.2131818580711,-11.7203279784062,-11.0865832129797,-11.0475972539032,-11.0515486635643,-10.8641952605291,-10.455703028179,-10.6775369009108,-10.5447230932052,-9.44123427270029,-10.3094461356225,-9.74286415262806,-9.62566181312052,-9.41023959176583,-9.46030701658759,-9.33596542294014,-9.33322647102263,-9.17083020829614,-8.85042163625731,-8.8048416025872,-8.7520991202268,-8.56261294797215,-8.422720600081,-8.18322048255181,-8.02721125740885,-7.73339565717864,-7.62620878984856,-7.44865327319882,-7.33835415835915,-7.18793908121442,-6.85729722751881,-6.76903836763449,-6.66391817162438,-6.43661114268473,-6.31279828523294,-6.19533764180015,-6.06896842120562,-5.91338120608186,-5.78807696783425,-5.6768681508351,-5.54615015333622,-5.44720091047288,-5.27462325855848,-5.29251973221037,-5.13366825105754,-5.00064510053125,-4.91728998272784,-4.78277531563923,-4.71774301432857,-4.63339905013066,-4.5075837025098,-4.41759097599436,-4.39190925353669,-4.23788930050787,-4.0957373854875,-4.01193161159058,-3.99123938643924,-3.82230404659502,-3.78057087069265,-3.74682977531808,-3.57164116438433,-3.58720595173964,-3.4424079557797,-3.42830593783923,-3.30808637095821,-3.23228151551985,-3.16672495913334,-3.06139597257288,-2.9583159952886,-2.84424285980985,-2.75883406936491,-2.73819986077873,-2.56861292030449,-2.52935082074834,-2.42498031244613,-2.31654738692109,-2.20089811504352,-2.12686649036889,-2.02079353341311,-1.95628737600462,-1.87027169341474,-1.80714477816807,-1.68081833946655,-1.63222190438199,-1.58574804042864,-1.50218785317828,-1.4639960141856,-1.39369855712528,-1.33809166803369,-1.25878098518811,-1.25433658187921,-1.30645922907419,-1.39573379612575
"USA",1966,1,2,-9.68623874347923,-9.54819656645217,-9.29400499464085,-9.26888915155811,-8.95134709480591,-9.31028410773325,-9.38128059985747,-9.41658335071137,-9.47021255301243,-9.53901821104897,-9.50889399886013,-9.66130289278336,-9.55063533823981,-9.56923075553764,-9.41961109649227,-9.36543680928556,-9.20500044156783,-9.21745469821851,-9.19333369203864,-9.16265738324871,-9.03172128264402,-9.13935220574083,-8.91479583483371,-9.04205280073772,-9.03673376888869,-8.96870602420601,-8.96056521535574,-8.73030855072463,-8.82313489334355,-8.60728538802374,-8.68344686254425,-8.43262560237679,-8.60923790206454,-8.29087697258543,-8.41229646030625,-8.12953036116695,-7.99532860752537,-7.95920404103832,-7.75338525207545,-7.63615357212962,-7.54729208848539,-7.3879839372109,-7.25914908391289,-7.11692046825607,-7.03744813773273,-6.86254062824228,-6.73989155098036,-6.72702629056963,-6.56522498534302,-6.40059613540113,-6.24081096157726,-6.1671238920774,-5.98846065062694,-5.91466634865376,-5.82057804664099,-5.70305112927736,-5.64216982081809,-5.602290470295,-5.44749458010389,-5.36806888558194,-5.30842073094127,-5.15824967399247,-5.05138147630114,-4.98617560447956,-4.96858360938077,-4.81433843061246,-4.83064391733151,-4.7875304253672,-4.69324069425661,-4.6784463910553,-4.57328209048952,-4.58777933972299,-4.48984133646497,-4.44638340788062,-4.40422045549792,-4.36073613059756,-4.25840752873387,-4.22047324725583,-4.19026595293366,-4.20908577271999,-4.15624072233371,-4.15657482420342,-4.07807566552957,-4.01404717542844,-3.98840993212267,-3.98590796668027,-3.92600610624264,-4.00464324944148,-3.97081666658176,-3.94195224259942,-3.94364642032189,-3.91819648563088,-3.95005519205068,-4.0164500420517,-3.71124640553317,-3.97489694747789,-3.87006582867967,-4.25312340445304,-4.33886435421634,-3.73303030184922,-4.46070347837376
"USA",1966,1,3,-5.90190706702404,-7.8984073584945,-8.78317937087486,-9.30642707087717,-9.85471059217861,-10.0299580426266,-10.850964801951,-10.4311125221689,-10.5200346775111,-10.4553089429231,-10.5449859305469,-10.4702818888684,-10.5481515100366,-11.4122010272097,-10.9008130575615,-10.3234671473325,-10.8485002920285,-10.3104012493509,-10.3464821417588,-9.97087389359344,-9.99833709840569,-10.0627604053838,-9.9544706361175,-10.0804058978876,-10.0001712791885,-9.48664593491799,-9.88372882651765,-9.85126813808474,-9.60206672692053,-9.84743784892718,-9.65720894833288,-9.70927678604685,-9.18294137346482,-9.31751576162845,-9.57960961063304,-9.29757115626682,-9.36936830859039,-9.009026165537,-8.89908914827741,-8.8244874825711,-8.76726523415777,-8.58083315631818,-8.88566359473903,-8.46458945821312,-8.36182896430767,-8.24802032536599,-8.08781710869606,-7.99445944881279,-7.95869251057533,-7.88029559366253,-7.69784613100011,-7.57651396799194,-7.51746818335318,-7.3242648899732,-7.06672238375466,-7.1191272711041,-6.8399734351343,-6.97793265065717,-6.57816392819751,-6.64185346019978,-6.55047149247089,-6.41589540924326,-6.25083765825913,-6.20072000678114,-5.99082297636834,-5.98070295502124,-5.91926810858158,-5.76082620680141,-5.66223935061564,-5.7044132306823,-5.58930892194613,-5.51490570621924,-5.46878628516939,-5.31275039591227,-5.44547197886098,-5.33229107450784,-5.26872782259398,-5.01588542949347,-4.95646791966267,-5.10479871449776,-4.98072191798535,-4.95009872130374,-4.94137137803431,-4.78727643833395,-4.67525756719502,-4.58793222440532,-4.56888877659189,-4.3979822894539,-4.43685278296037,-4.29491556437752,-4.25972580938867,-4.15043763154711,-4.02963141084841,-3.89734331256305,-3.55874532376719,-3.54504038624557,-3.52673250167851,-3.47993351621956,-3.53627210764529,-3.92278835139293,-3.70902504959472
"USA",1966,1,4,-7.95771858443763,-10.1276952664421,-10.9316137840416,-11.3804190077894,-11.5503262008538,-11.5180350980565,-11.5027307800746,-11.8501967061118,-12.1474910954479,-11.7770647829054,-12.2497340227853,-11.7407444344632,-12.4199536869381,-11.6944818332488,-12.5263183311595,-11.7952836818905,-11.2568920314794,-11.1690628683885,-11.2452252819502,-11.0102973108712,-10.9065956585826,-10.8164040288993,-10.3476102115885,-10.4345777116082,-10.4770953512789,-10.0101598990342,-10.0321488316359,-9.85126813808474,-9.85644208360389,-9.64199387471237,-9.03461297788269,-9.2784938699544,-8.97922007188509,-8.95461026793908,-8.70085679807794,-8.66504859752331,-8.47591434610165,-8.57077123460584,-8.28441358315896,-8.0754598436167,-7.73896001539955,-7.97550218176515,-7.84975662515665,-7.75836627443912,-7.68676545918102,-7.59814112505456,-7.48374955818981,-7.53144303814535,-7.34166902548818,-7.10847334815229,-7.04945634885612,-7.07437782359153,-7.08204488770423,-7.09277304926752,-6.991401094237,-6.85172442240598,-6.92445632917349,-6.90718492425835,-6.81621110995981,-6.69912092796493,-6.71425352684798,-6.63209104178868,-6.58488080173766,-6.60582854508699,-6.53888379277018,-6.42110611449068,-6.41843467329432,-6.48470725210931,-6.14710204384,-6.40527394811003,-6.27376261896386,-6.28435447523712,-6.34403551423591,-6.2060100804602,-6.13226411033987,-6.03513193930643,-5.97991252772986,-5.75303954122534,-5.85709253479243,-5.717380188725,-5.79059916758708,-5.68860785692454,-5.64463185048041,-5.5627159469332,-5.60458836117062,-5.25056574573853,-5.30391651300028,-5.23863830015011,-5.29257250656408,-4.98819827972098,-4.88910244536681,-5.01913241816465,-5.34977257350272,-4.96714220064318,-4.70398085594206,-4.73488178661344,-4.16046541984177,-5.00342899885294,-4.81843743447822,-4.73967594012595,-5.13340341440912
"USA",1966,1,5,-6.87806420951414,-7.52645424225966,-7.75833323244636,-7.90118762351483,-8.05837445592314,-8.03752787793641,-8.1790660314475,-8.25746111255079,-8.33278027249474,-8.43376137966219,-8.43642699029635,-8.32301775084983,-8.47580212850752,-7.94792326754816,-7.73560448856066,-7.4561272688751,-7.01963988100425,-6.72031260167167,-6.48528349093643,-6.52360005363345,-6.47625516363015,-6.420486004534,-6.43178492021061,-6.46664707424181,-6.57905858782545,-6.58637992817188,-6.63629905630037,-6.50643919874998,-6.71496877661868,-6.5818373187723,-6.53308365031076,-6.58583518356645,-6.73432829512406,-6.7934551744209,-6.83368913547541,-6.79806570705767,-6.78323100421327,-6.79918312424156,-6.77958061400069,-6.70685042653356,-6.63786048924967,-6.75857023279671,-6.73294929289732,-6.75596896755007,-6.7473856785345,-6.53635076353065,-6.59648321472349,-6.71958578005304,-6.68960870503076,-6.68921339916768,-6.68103002946546,-6.63111821615929,-6.62324381978433,-6.58718678018753,-6.60464869506099,-6.58360903474773,-6.60677331100255,-6.59995137036466,-6.47675055130167,-6.51099705802456,-6.46654067814956,-6.55045180053392,-6.4340179527615,-6.47470646964989,-6.49029123753332,-6.43452913482282,-6.4760554614345,-6.42133481988594,-6.27336999135467,-6.38040242161332,-6.38343201984607,-6.41803998668756,-6.31457925437718,-6.25871414395077,-6.22634048369527,-6.07506879249569,-6.04656347777173,-5.90561286810588,-5.85709253479243,-5.85136032555241,-5.70410713623364,-5.66202302311348,-5.55850269675047,-5.50470155187258,-5.39212970995642,-5.31215624230301,-5.21167128868222,-5.09395314544728,-5.11449724065158,-4.92782390831208,-5.20750046800719,-4.82524927652009,-4.67710392428631,-4.83773059383708,-4.42321098777676,-4.46737343257569,-4.50471680255801,-5.04963037427995,-4.98549151914139,-4.64932103372338,-4.21711268253496
"USA",1966,1,6,-3.83379496198854,-7.33396064328941,-7.96486904736091,-8.38034833263686,-8.71124773734515,-8.88238492676281,-9.21227505346933,-9.47051084345856,-9.15631463842975,-9.3905982059307,-9.35936226488917,-9.39533934428622,-9.41799086363352,-9.23596193863397,-9.2700793625213,-9.07775473683378,-8.91174732406659,-8.90314175976601,-8.76031863216225,-8.76812134567274,-8.59604239593936,-8.66757709684671,-8.58402161932714,-8.6100284195572,-8.69932212402554,-8.61007221578194,-8.37201780488631,-8.51715953013542,-8.51872239263256,-8.32596870943904,-8.51271705391408,-8.32683599424295,-8.22723239130221,-8.19828418575761,-8.1999159335445,-8.05891279395299,-7.90481459998454,-7.95173202619962,-7.84330995960344,-7.84797789070389,-7.73534431998833,-7.70058236092722,-7.58511334293569,-7.60587810538548,-7.54732092674345,-7.34682669677366,-7.3089614829269,-7.23338096799085,-7.03084479591179,-7.03916260230332,-6.78623228758192,-6.99184743042606,-6.90436371046677,-6.83921779753529,-6.79321191277842,-6.71450426830885,-6.67868927422146,-6.58824620355758,-6.3760137297108,-6.43577363678698,-6.34551813521674,-6.31372723468441,-6.1411944808093,-6.10230222380261,-6.09077262861288,-5.86230698646181,-5.81892912427899,-5.88055833574141,-5.67411791641006,-5.7573833591382,-5.61164171196701,-5.60642497964806,-5.52452826817763,-5.45539451426526,-5.35262008843324,-5.32205054384567,-5.25503496672533,-5.13879123514583,-4.9239693312049,-4.9157997690426,-4.88811041139603,-4.78726553987115,-4.66609887900185,-4.70719435598839,-4.54121117996842,-4.35898550243408,-4.31715021973082,-4.20321745883641,-4.29337485466902,-4.18099657828851,-4.14196831846229,-3.86470322237095,-3.93352589009947,-3.82535489246209,-3.6688078847064,-3.6396681427807,-3.60677520935205,-3.4112800502365,-3.5332391902297,-3.4861702239177,-2.80562883174159
"USA",1966,2,1,-9.34383017611446,-10.206511045337,-10.5860422438151,-11.0137880175644,-11.1772459290788,-11.4346228972987,-11.2577403982812,-11.346856422645,-11.0752180891034,-11.0149742456196,-11.2954022549071,-10.7629325614192,-10.7014147733339,-11.1380877411487,-10.9582221492123,-10.3726249026526,-10.5969602789375,-10.1408222839741,-10.4891339293846,-9.88557867422575,-10.0769329461264,-9.47415649356329,-9.54730250286532,-9.35020894772722,-9.21108855470424,-9.14380308648013,-9.07523224957136,-8.92623002442513,-9.15287624186093,-8.7367072931283,-8.55671485997403,-8.49316316565439,-8.57200920641995,-8.23345037032392,-8.05683691403023,-8.03467749821606,-7.83827319644038,-7.91148134095153,-7.68247769167472,-7.53645325371403,-7.41539654160487,-7.32247659938772,-7.19927008844082,-7.1242850851396,-7.04025701669393,-6.88853068632813,-6.76354327285428,-6.64550342432126,-6.53457474669944,-6.37987132740846,-6.30837875112242,-6.22832098441264,-6.04915722792413,-6.02238721673436,-5.95269805247035,-5.77329466736242,-5.70621305623046,-5.6509970024926,-5.4844917226711,-5.38816174981708,-5.19898420137717,-5.13388736303971,-4.94274788396568,-4.8738426065652,-4.80372127537959,-4.5269440420427,-4.57417202556288,-4.44934753670932,-4.19116576675756,-4.23072203774606,-4.047111537202,-4.02211493369013,-3.82823277179936,-3.72438088937291,-3.63065195580946,-3.48357350171437,-3.34409695487856,-3.20754474073533,-3.10758698993961,-3.01048728272292,-2.862085830419,-2.80468798153875,-2.66750341741355,-2.54654072649807,-2.44442538369967,-2.32218022429974,-2.22387037083184,-2.12049405699487,-2.02955465216589,-1.94545668879896,-1.82845388724507,-1.685806111934,-1.68046378483482,-1.59599158304331,-1.4760708481786,-1.444284752178,-1.36629087843917,-1.32830683254689,-1.33904518692939,-1.31732133070595,-1.21541559735185
"USA",1966,2,2,-9.55375539491937,-9.66610640116298,-9.31927943379778,-9.36153010794739,-9.33896644421581,-9.31072959304805,-9.57419451369334,-9.79752243428064,-9.81785741135944,-9.80195160577378,-9.97098329750526,-10.0338533716332,-9.66682434343071,-9.76109577269113,-9.70170263577328,-9.64438640228135,-9.64863019331871,-9.5981560543525,-9.67644092822364,-9.45860736089662,-9.45424446054938,-9.61438583487194,-9.57776171035002,-9.18352432831606,-9.27264644770367,-9.17410843597546,-9.07523224957136,-9.01324140141476,-8.89489300513003,-8.5873298920537,-8.51245985096999,-8.4291754569791,-8.14160699837342,-8.11793748320208,-8.02422532844147,-7.94832947116783,-7.79019706300461,-7.6589107889029,-7.45018880753832,-7.34044137731139,-7.30451768320859,-7.1423373666421,-7.01486302515584,-6.87060480996531,-6.80957438820656,-6.70976714870579,-6.56319684212469,-6.50218587247734,-6.38742964870621,-6.32634261783554,-6.331143465166,-6.17019107618464,-6.10787936374026,-6.01815725464956,-5.97365855508569,-5.92513605511577,-5.92767820382304,-5.88184404432157,-5.73370287959088,-5.72593776758777,-5.71311588761302,-5.61369105465331,-5.50020076064564,-5.47558157544677,-5.4978240221852,-5.24811008036338,-5.23304212435337,-5.33589737295028,-5.16131140765421,-5.25699264443424,-5.15024282200224,-5.13254602283465,-5.06962177751071,-5.00521460394952,-4.98710977360168,-4.92198359502184,-4.83488080565708,-4.79831820971306,-4.74418796441973,-4.74328599457717,-4.65840958785154,-4.65638912530886,-4.61650169710949,-4.54922944639053,-4.53046760941086,-4.4575503186388,-4.40868031457373,-4.35627540163754,-4.40401307951224,-4.40652430741091,-4.31827018741127,-4.42203756678119,-4.38583032112611,-4.19540061871231,-4.26929042074672,-4.40865794624525,-4.23301665396693,-4.31239644532054,-4.58696869723782,-4.53619715557415,-4.69591937532033
"USA",1966,2,3,-6.03167617998155,-8.08565944678536,-8.92372520958907,-9.47557761441869,-10.5594497387788,-10.0597572320025,-10.4049630721293,-10.4305656907709,-10.4316678496829,-10.5602380885047,-11.4388400257422,-11.0425174236384,-10.3354805039824,-10.6727244914595,-10.7915042947592,-10.4661509606634,-10.6945987485014,-10.3172787213157,-10.526773692306,-10.4370753377227,-10.4680602125574,-10.1766934144731,-10.0093379624619,-10.7752955987519,-10.0658770868206,-10.0903991678496,-10.0758641298793,-9.88174146945257,-9.90140423738962,-10.1010227475294,-9.79599447813212,-9.91077999790332,-9.77021482691524,-9.66853489561324,-9.77409385596036,-9.44513410861503,-9.28412208831686,-9.26659277463473,-9.0938180847207,-9.24044974877314,-9.17220099579935,-8.88938415034509,-8.64110017243057,-8.86504199991529,-8.8594154601101,-9.07140300050905,-8.6526120657768,-8.77568789212602,-8.23915196358793,-8.40381371552808,-8.31070206365587,-8.29132379974932,-8.01588701994335,-8.30399918634813,-8.11242493193531,-7.76171183954884,-7.72414913989756,-8.27326246448765,-7.70701783504685,-7.6150028946693,-7.5473784681266,-7.70384524544587,-7.60228016106546,-7.32066902848608,-7.22102840868621,-7.29184276605678,-7.26305039783671,-7.27021072961657,-6.73952113187905,-6.8988083514701,-6.92156966521937,-6.82578224464095,-6.48425895382213,-6.51058016269704,-6.63851387468627,-6.55623716425698,-6.38745491470879,-6.26410294718095,-5.90623305508824,-6.0261383424932,-5.8731306185167,-5.8631968773164,-5.6572688668673,-5.49764575254936,-5.40383334470964,-5.28389922925847,-5.0773385066935,-5.08755051381219,-4.93271302134119,-4.82277421454947,-4.63936305587921,-4.76983895633303,-4.67559008151143,-4.40961168852633,-4.32088492653079,-4.03947074360687,-3.5928350089869,-4.01274153449972,-3.76058641178009,-3.55536790256242,-3.51153363712593
