"country","year","sex","cause","e0","e1","e2","e3","e4","e5","e6","e7","e8","e9","e10","e11","e12","e13","e14","e15","e16","e17","e18","e19","e20","e21","e22","e23","e24","e25","e26","e27","e28","e29","e30","e31","e32","e33","e34","e35","e36","e37","e38","e39","e40","e41","e42","e43","e44","e45","e46","e47","e48","e49","e50","e51","e52","e53","e54","e55","e56","e57","e58","e59","e60","e61","e62","e63","e64","e65","e66","e67","e68","e69","e70","e71","e72","e73","e74","e75","e76","e77","e78","e79","e80","e81","e82","e83","e84","e85","e86","e87","e88","e89","e90","e91","e92","e93","e94","e95","e96","e97","e98","e99","e100"
"USA",1967,3,3,3472357.4,3554767.01,3683649.82,3860069.67,4008978.79,4072264.34,4146246.79,4114957.87,4072652.99,4116273.2,4219464.53,4015916.72,3966154.15,3876198.3,3863271.46,3738424.97,3613589.4,3521738.31,3504358.67,3453867.16,3550979.65,2725884.56,2670740.88,2691882.84,2897554.73,2609206.52,2437845.87,2349609.61,2302156.4,2264279.03,2291173.82,2181753.01,2185614.62,2118756.72,2207921.72,2237206.82,2274694.52,2308206.04,2349940.35,2394449.18,2429213.14,2455962.19,2475245.95,2485735.97,2479253.14,2450191.05,2401029.59,2344056.73,2287069.75,2236965.26,2198803.39,2168705.86,2140300.07,2109870.81,2077061.41,2041919.94,2005656.67,1962363.83,1907900.13,1840365.43,1761184.37,1669461.34,1584639.28,1515329.53,1461110.88,1418080.96,1383328.99,1346102.65,1297122.21,1242090.32,1187170.04,1135912.3,1083098.14,1026838.5,963356.77,892167.07,813612.03,735420.46,660762.32,591498.52,527033.7,474785.68,422801.3,364429.81,307783.17,257112.51,214534.12,174454.06,136842.2,109116.61,87070.55,68298.45,50974.77,36542.49,26657.33,18849.72,13095.16,9050.13,5777.4,3749.48,7028.88
"USA",1967,3,4,3472357.4,3554767.01,3683649.82,3860069.67,4008978.79,4072264.34,4146246.79,4114957.87,4072652.99,4116273.2,4219464.53,4015916.72,3966154.15,3876198.3,3863271.46,3738424.97,3613589.4,3521738.31,3504358.67,3453867.16,3550979.65,2725884.56,2670740.88,2691882.84,2897554.73,2609206.52,2437845.87,2349609.61,2302156.4,2264279.03,2291173.82,2181753.01,2185614.62,2118756.72,2207921.72,2237206.82,2274694.52,2308206.04,2349940.35,2394449.18,2429213.14,2455962.19,2475245.95,2485735.97,2479253.14,2450191.05,2401029.59,2344056.73,2287069.75,2236965.26,2198803.39,2168705.86,2140300.07,2109870.81,2077061.41,2041919.94,2005656.67,1962363.83,1907900.13,1840365.43,1761184.37,1669461.34,1584639.28,1515329.53,1461110.88,1418080.96,1383328.99,1346102.65,1297122.21,1242090.32,1187170.04,1135912.3,1083098.14,1026838.5,963356.77,892167.07,813612.03,735420.46,660762.32,591498.52,527033.7,474785.68,422801.3,364429.81,307783.17,257112.51,214534.12,174454.06,136842.2,109116.61,87070.55,68298.45,50974.77,36542.49,26657.33,18849.72,13095.16,9050.13,5777.4,3749.48,7028.88
"USA",1967,3,5,3472357.4,3554767.01,3683649.82,3860069.67,4008978.79,4072264.34,4146246.79,4114957.87,4072652.99,4116273.2,4219464.53,4015916.72,3966154.15,3876198.3,3863271.46,3738424.97,3613589.4,3521738.31,3504358.67,3453867.16,3550979.65,2725884.56,2670740.88,2691882.84,2897554.73,2609206.52,2437845.87,2349609.61,2302156.4,2264279.03,2291173.82,2181753.01,2185614.62,2118756.72,2207921.72,2237206.82,2274694.52,2308206.04,2349940.35,2394449.18,2429213.14,2455962.19,2475245.95,2485735.97,2479253.14,2450191.05,2401029.59,2344056.73,2287069.75,2236965.26,2198803.39,2168705.86,2140300.07,2109870.81,2077061.41,2041919.94,2005656.67,1962363.83,1907900.13,1840365.43,1761184.37,1669461.34,1584639.28,1515329.53,1461110.88,1418080.96,1383328.99,1346102.65,1297122.21,1242090.32,1187170.04,1135912.3,1083098.14,1026838.5,963356.77,892167.07,813612.03,735420.46,660762.32,591498.52,527033.7,474785.68,422801.3,364429.81,307783.17,257112.51,214534.12,174454.06,136842.2,109116.61,87070.55,68298.45,50974.77,36542.49,26657.33,18849.72,13095.16,9050.13,5777.4,3749.48,7028.88
"USA",1967,3,6,3472357.4,3554767.01,3683649.82,3860069.67,4008978.79,4072264.34,4146246.79,4114957.87,4072652.99,4116273.2,4219464.53,4015916.72,3966154.15,3876198.3,3863271.46,3738424.97,3613589.4,3521738.31,3504358.67,3453867.16,3550979.65,2725884.56,2670740.88,2691882.84,2897554.73,2609206.52,2437845.87,2349609.61,2302156.4,2264279.03,2291173.82,2181753.01,2185614.62,2118756.72,2207921.72,2237206.82,2274694.52,2308206.04,2349940.35,2394449.18,2429213.14,2455962.19,2475245.95,2485735.97,2479253.14,2450191.05,2401029.59,2344056.73,2287069.75,2236965.26,2198803.39,2168705.86,2140300.07,2109870.81,2077061.41,2041919.94,2005656.67,1962363.83,1907900.13,1840365.43,1761184.37,1669461.34,1584639.28,1515329.53,1461110.88,1418080.96,1383328.99,1346102.65,1297122.21,1242090.32,1187170.04,1135912.3,1083098.14,1026838.5,963356.77,892167.07,813612.03,735420.46,660762.32,591498.52,527033.7,474785.68,422801.3,364429.81,307783.17,257112.51,214534.12,174454.06,136842.2,109116.61,87070.55,68298.45,50974.77,36542.49,26657.33,18849.72,13095.16,9050.13,5777.4,3749.48,7028.88
"USA",1968,1,1,1727806.16,1752613.25,1777803.44,1885350.36,1991843.08,2039356.79,2073384.06,2119162.7,2064000.03,2095352.86,2170251.41,2097894.28,2057840.07,2013039.94,2015592.06,1960293.1,1886411.8,1842626.17,1769108.54,1705749.83,1640562.72,1642041.3,1306591.67,1281974.44,1354717.1,1408206.03,1267167.54,1206567.52,1152507.04,1124708.83,1161621.92,1078610.16,1071506.41,1061454.79,1053820.24,1077172.75,1089486.86,1105480.49,1121737,1142722.03,1164986.55,1181750.41,1191221.19,1196988.92,1199009.12,1194244,1177938.49,1154312.71,1128625.02,1103043.74,1079913.89,1061880.6,1047535.4,1032271.56,1014074.36,993782.38,972364.86,947215.64,918805.13,887975.93,854157.1,812699.49,770040.39,730973.17,695215.36,662661.99,635070.36,610127.53,583453.1,553025.54,522191.22,493485.2,465107.35,436626.01,408205.85,379273.87,347101.12,312327.05,278389.1,246588.83,220032.06,187499.94,165568.71,143887.9,120575.48,98964.83,80181.48,64541.83,50611.58,38322.94,29652.96,22867.29,17117.89,12190.11,8411.81,6002.15,4207.71,2844.29,1906.49,1179.9,2219.5
"USA",1968,1,2,1727806.16,1752613.25,1777803.44,1885350.36,1991843.08,2039356.79,2073384.06,2119162.7,2064000.03,2095352.86,2170251.41,2097894.28,2057840.07,2013039.94,2015592.06,1960293.1,1886411.8,1842626.17,1769108.54,1705749.83,1640562.72,1642041.3,1306591.67,1281974.44,1354717.1,1408206.03,1267167.54,1206567.52,1152507.04,1124708.83,1161621.92,1078610.16,1071506.41,1061454.79,1053820.24,1077172.75,1089486.86,1105480.49,1121737,1142722.03,1164986.55,1181750.41,1191221.19,1196988.92,1199009.12,1194244,1177938.49,1154312.71,1128625.02,1103043.74,1079913.89,1061880.6,1047535.4,1032271.56,1014074.36,993782.38,972364.86,947215.64,918805.13,887975.93,854157.1,812699.49,770040.39,730973.17,695215.36,662661.99,635070.36,610127.53,583453.1,553025.54,522191.22,493485.2,465107.35,436626.01,408205.85,379273.87,347101.12,312327.05,278389.1,246588.83,220032.06,187499.94,165568.71,143887.9,120575.48,98964.83,80181.48,64541.83,50611.58,38322.94,29652.96,22867.29,17117.89,12190.11,8411.81,6002.15,4207.71,2844.29,1906.49,1179.9,2219.5
"USA",1968,1,3,1727806.16,1752613.25,1777803.44,1885350.36,1991843.08,2039356.79,2073384.06,2119162.7,2064000.03,2095352.86,2170251.41,2097894.28,2057840.07,2013039.94,2015592.06,1960293.1,1886411.8,1842626.17,1769108.54,1705749.83,1640562.72,1642041.3,1306591.67,1281974.44,1354717.1,1408206.03,1267167.54,1206567.52,1152507.04,1124708.83,1161621.92,1078610.16,1071506.41,1061454.79,1053820.24,1077172.75,1089486.86,1105480.49,1121737,1142722.03,1164986.55,1181750.41,1191221.19,1196988.92,1199009.12,1194244,1177938.49,1154312.71,1128625.02,1103043.74,1079913.89,1061880.6,1047535.4,1032271.56,1014074.36,993782.38,972364.86,947215.64,918805.13,887975.93,854157.1,812699.49,770040.39,730973.17,695215.36,662661.99,635070.36,610127.53,583453.1,553025.54,522191.22,493485.2,465107.35,436626.01,408205.85,379273.87,347101.12,312327.05,278389.1,246588.83,220032.06,187499.94,165568.71,143887.9,120575.48,98964.83,80181.48,64541.83,50611.58,38322.94,29652.96,22867.29,17117.89,12190.11,8411.81,6002.15,4207.71,2844.29,1906.49,1179.9,2219.5
"USA",1968,1,4,1727806.16,1752613.25,1777803.44,1885350.36,1991843.08,2039356.79,2073384.06,2119162.7,2064000.03,2095352.86,2170251.41,2097894.28,2057840.07,2013039.94,2015592.06,1960293.1,1886411.8,1842626.17,1769108.54,1705749.83,1640562.72,1642041.3,1306591.67,1281974.44,1354717.1,1408206.03,1267167.54,1206567.52,1152507.04,1124708.83,1161621.92,1078610.16,1071506.41,1061454.79,1053820.24,1077172.75,1089486.86,1105480.49,1121737,1142722.03,1164986.55,1181750.41,1191221.19,1196988.92,1199009.12,1194244,1177938.49,1154312.71,1128625.02,1103043.74,1079913.89,1061880.6,1047535.4,1032271.56,1014074.36,993782.38,972364.86,947215.64,918805.13,887975.93,854157.1,812699.49,770040.39,730973.17,695215.36,662661.99,635070.36,610127.53,583453.1,553025.54,522191.22,493485.2,465107.35,436626.01,408205.85,379273.87,347101.12,312327.05,278389.1,246588.83,220032.06,187499.94,165568.71,143887.9,120575.48,98964.83,80181.48,64541.83,50611.58,38322.94,29652.96,22867.29,17117.89,12190.11,8411.81,6002.15,4207.71,2844.29,1906.49,1179.9,2219.5
"USA",1968,1,5,1727806.16,1752613.25,1777803.44,1885350.36,1991843.08,2039356.79,2073384.06,2119162.7,2064000.03,2095352.86,2170251.41,2097894.28,2057840.07,2013039.94,2015592.06,1960293.1,1886411.8,1842626.17,1769108.54,1705749.83,1640562.72,1642041.3,1306591.67,1281974.44,1354717.1,1408206.03,1267167.54,1206567.52,1152507.04,1124708.83,1161621.92,1078610.16,1071506.41,1061454.79,1053820.24,1077172.75,1089486.86,1105480.49,1121737,1142722.03,1164986.55,1181750.41,1191221.19,1196988.92,1199009.12,1194244,1177938.49,1154312.71,1128625.02,1103043.74,1079913.89,1061880.6,1047535.4,1032271.56,1014074.36,993782.38,972364.86,947215.64,918805.13,887975.93,854157.1,812699.49,770040.39,730973.17,695215.36,662661.99,635070.36,610127.53,583453.1,553025.54,522191.22,493485.2,465107.35,436626.01,408205.85,379273.87,347101.12,312327.05,278389.1,246588.83,220032.06,187499.94,165568.71,143887.9,120575.48,98964.83,80181.48,64541.83,50611.58,38322.94,29652.96,22867.29,17117.89,12190.11,8411.81,6002.15,4207.71,2844.29,1906.49,1179.9,2219.5
"USA",1968,1,6,1727806.16,1752613.25,1777803.44,1885350.36,1991843.08,2039356.79,2073384.06,2119162.7,2064000.03,2095352.86,2170251.41,2097894.28,2057840.07,2013039.94,2015592.06,1960293.1,1886411.8,1842626.17,1769108.54,1705749.83,1640562.72,1642041.3,1306591.67,1281974.44,1354717.1,1408206.03,1267167.54,1206567.52,1152507.04,1124708.83,1161621.92,1078610.16,1071506.41,1061454.79,1053820.24,1077172.75,1089486.86,1105480.49,1121737,1142722.03,1164986.55,1181750.41,1191221.19,1196988.92,1199009.12,1194244,1177938.49,1154312.71,1128625.02,1103043.74,1079913.89,1061880.6,1047535.4,1032271.56,1014074.36,993782.38,972364.86,947215.64,918805.13,887975.93,854157.1,812699.49,770040.39,730973.17,695215.36,662661.99,635070.36,610127.53,583453.1,553025.54,522191.22,493485.2,465107.35,436626.01,408205.85,379273.87,347101.12,312327.05,278389.1,246588.83,220032.06,187499.94,165568.71,143887.9,120575.48,98964.83,80181.48,64541.83,50611.58,38322.94,29652.96,22867.29,17117.89,12190.11,8411.81,6002.15,4207.71,2844.29,1906.49,1179.9,2219.5
"USA",1968,2,1,1657503.22,1689864.79,1712195.12,1818639.72,1918973.1,1960444.04,2005286.39,2045306.79,1991525.7,2019972.63,2088706.23,2018992.49,1980279.68,1945009.68,1946344.41,1887240.99,1819156.45,1788761.72,1760616.71,1759534.07,1794087.73,1813318.44,1417038.8,1385487.75,1437025.34,1473477.47,1320136.03,1260737.97,1206067.99,1175677.95,1210508.3,1122917.97,1119265.95,1108799.99,1102872.16,1127233.58,1144974.72,1166967.15,1187227.38,1209725.34,1230972.64,1249486.95,1262489.03,1270986.49,1276002.77,1272579.43,1256580.05,1231675.83,1204043.94,1176468.37,1151365.92,1132313.92,1117566.07,1102266.61,1084676.78,1066721.14,1049214.67,1028727.44,1004523.38,977720.82,947469.46,907762.83,868627.33,836337.39,809222.47,784465.61,766861.1,750217.43,728472.07,701059.46,673472.13,646948.43,618698.43,588334.32,556772.29,523511,484714.67,442308.76,400229.56,360111.94,335452.64,292454.43,263687.49,233777.15,201173.72,169539.44,141176.38,117651.1,95480.57,74512.25,58656.68,46555.06,36426.31,26827.47,19022.98,13602.52,9478.19,6474.98,4422.09,2838.56,5268.01
"USA",1968,2,2,1657503.22,1689864.79,1712195.12,1818639.72,1918973.1,1960444.04,2005286.39,2045306.79,1991525.7,2019972.63,2088706.23,2018992.49,1980279.68,1945009.68,1946344.41,1887240.99,1819156.45,1788761.72,1760616.71,1759534.07,1794087.73,1813318.44,1417038.8,1385487.75,1437025.34,1473477.47,1320136.03,1260737.97,1206067.99,1175677.95,1210508.3,1122917.97,1119265.95,1108799.99,1102872.16,1127233.58,1144974.72,1166967.15,1187227.38,1209725.34,1230972.64,1249486.95,1262489.03,1270986.49,1276002.77,1272579.43,1256580.05,1231675.83,1204043.94,1176468.37,1151365.92,1132313.92,1117566.07,1102266.61,1084676.78,1066721.14,1049214.67,1028727.44,1004523.38,977720.82,947469.46,907762.83,868627.33,836337.39,809222.47,784465.61,766861.1,750217.43,728472.07,701059.46,673472.13,646948.43,618698.43,588334.32,556772.29,523511,484714.67,442308.76,400229.56,360111.94,335452.64,292454.43,263687.49,233777.15,201173.72,169539.44,141176.38,117651.1,95480.57,74512.25,58656.68,46555.06,36426.31,26827.47,19022.98,13602.52,9478.19,6474.98,4422.09,2838.56,5268.01
"USA",1968,2,3,1657503.22,1689864.79,1712195.12,1818639.72,1918973.1,1960444.04,2005286.39,2045306.79,1991525.7,2019972.63,2088706.23,2018992.49,1980279.68,1945009.68,1946344.41,1887240.99,1819156.45,1788761.72,1760616.71,1759534.07,1794087.73,1813318.44,1417038.8,1385487.75,1437025.34,1473477.47,1320136.03,1260737.97,1206067.99,1175677.95,1210508.3,1122917.97,1119265.95,1108799.99,1102872.16,1127233.58,1144974.72,1166967.15,1187227.38,1209725.34,1230972.64,1249486.95,1262489.03,1270986.49,1276002.77,1272579.43,1256580.05,1231675.83,1204043.94,1176468.37,1151365.92,1132313.92,1117566.07,1102266.61,1084676.78,1066721.14,1049214.67,1028727.44,1004523.38,977720.82,947469.46,907762.83,868627.33,836337.39,809222.47,784465.61,766861.1,750217.43,728472.07,701059.46,673472.13,646948.43,618698.43,588334.32,556772.29,523511,484714.67,442308.76,400229.56,360111.94,335452.64,292454.43,263687.49,233777.15,201173.72,169539.44,141176.38,117651.1,95480.57,74512.25,58656.68,46555.06,36426.31,26827.47,19022.98,13602.52,9478.19,6474.98,4422.09,2838.56,5268.01
"USA",1968,2,4,1657503.22,1689864.79,1712195.12,1818639.72,1918973.1,1960444.04,2005286.39,2045306.79,1991525.7,2019972.63,2088706.23,2018992.49,1980279.68,1945009.68,1946344.41,1887240.99,1819156.45,1788761.72,1760616.71,1759534.07,1794087.73,1813318.44,1417038.8,1385487.75,1437025.34,1473477.47,1320136.03,1260737.97,1206067.99,1175677.95,1210508.3,1122917.97,1119265.95,1108799.99,1102872.16,1127233.58,1144974.72,1166967.15,1187227.38,1209725.34,1230972.64,1249486.95,1262489.03,1270986.49,1276002.77,1272579.43,1256580.05,1231675.83,1204043.94,1176468.37,1151365.92,1132313.92,1117566.07,1102266.61,1084676.78,1066721.14,1049214.67,1028727.44,1004523.38,977720.82,947469.46,907762.83,868627.33,836337.39,809222.47,784465.61,766861.1,750217.43,728472.07,701059.46,673472.13,646948.43,618698.43,588334.32,556772.29,523511,484714.67,442308.76,400229.56,360111.94,335452.64,292454.43,263687.49,233777.15,201173.72,169539.44,141176.38,117651.1,95480.57,74512.25,58656.68,46555.06,36426.31,26827.47,19022.98,13602.52,9478.19,6474.98,4422.09,2838.56,5268.01
"USA",1968,2,5,1657503.22,1689864.79,1712195.12,1818639.72,1918973.1,1960444.04,2005286.39,2045306.79,1991525.7,2019972.63,2088706.23,2018992.49,1980279.68,1945009.68,1946344.41,1887240.99,1819156.45,1788761.72,1760616.71,1759534.07,1794087.73,1813318.44,1417038.8,1385487.75,1437025.34,1473477.47,1320136.03,1260737.97,1206067.99,1175677.95,1210508.3,1122917.97,1119265.95,1108799.99,1102872.16,1127233.58,1144974.72,1166967.15,1187227.38,1209725.34,1230972.64,1249486.95,1262489.03,1270986.49,1276002.77,1272579.43,1256580.05,1231675.83,1204043.94,1176468.37,1151365.92,1132313.92,1117566.07,1102266.61,1084676.78,1066721.14,1049214.67,1028727.44,1004523.38,977720.82,947469.46,907762.83,868627.33,836337.39,809222.47,784465.61,766861.1,750217.43,728472.07,701059.46,673472.13,646948.43,618698.43,588334.32,556772.29,523511,484714.67,442308.76,400229.56,360111.94,335452.64,292454.43,263687.49,233777.15,201173.72,169539.44,141176.38,117651.1,95480.57,74512.25,58656.68,46555.06,36426.31,26827.47,19022.98,13602.52,9478.19,6474.98,4422.09,2838.56,5268.01
"USA",1968,2,6,1657503.22,1689864.79,1712195.12,1818639.72,1918973.1,1960444.04,2005286.39,2045306.79,1991525.7,2019972.63,2088706.23,2018992.49,1980279.68,1945009.68,1946344.41,1887240.99,1819156.45,1788761.72,1760616.71,1759534.07,1794087.73,1813318.44,1417038.8,1385487.75,1437025.34,1473477.47,1320136.03,1260737.97,1206067.99,1175677.95,1210508.3,1122917.97,1119265.95,1108799.99,1102872.16,1127233.58,1144974.72,1166967.15,1187227.38,1209725.34,1230972.64,1249486.95,1262489.03,1270986.49,1276002.77,1272579.43,1256580.05,1231675.83,1204043.94,1176468.37,1151365.92,1132313.92,1117566.07,1102266.61,1084676.78,1066721.14,1049214.67,1028727.44,1004523.38,977720.82,947469.46,907762.83,868627.33,836337.39,809222.47,784465.61,766861.1,750217.43,728472.07,701059.46,673472.13,646948.43,618698.43,588334.32,556772.29,523511,484714.67,442308.76,400229.56,360111.94,335452.64,292454.43,263687.49,233777.15,201173.72,169539.44,141176.38,117651.1,95480.57,74512.25,58656.68,46555.06,36426.31,26827.47,19022.98,13602.52,9478.19,6474.98,4422.09,2838.56,5268.01
"USA",1968,3,1,3385309.39,3442478.04,3489998.56,3703990.07,3910816.18,3999800.83,4078670.45,4164469.49,4055525.74,4115325.5,4258957.64,4116886.77,4038119.75,3958049.62,3961936.47,3847534.1,3705568.25,3631387.89,3529725.25,3465283.9,3434650.45,3455359.74,2723630.47,2667462.18,2791742.43,2881683.5,2587303.56,2467305.49,2358575.03,2300386.77,2372130.22,2201528.13,2190772.36,2170254.78,2156692.41,2204406.33,2234461.57,2272447.64,2308964.38,2352447.37,2395959.19,2431237.36,2453710.22,2467975.4,2475011.89,2466823.43,2434518.55,2385988.54,2332668.96,2279512.11,2231279.8,2194194.51,2165101.47,2134538.17,2098751.14,2060503.51,2021579.53,1975943.09,1923328.51,1865696.75,1801626.56,1720462.32,1638667.72,1567310.56,1504437.82,1447127.61,1401931.46,1360344.95,1311925.17,1254085.01,1195663.35,1140433.63,1083805.77,1024960.33,964978.14,902784.88,831815.78,754635.81,678618.66,606700.77,555484.7,479954.37,429256.2,377665.05,321749.2,268504.27,221357.87,182192.93,146092.15,112835.19,88309.64,69422.35,53544.2,39017.57,27434.79,19604.68,13685.9,9319.27,6328.58,4018.46,7487.51
"USA",1968,3,2,3385309.39,3442478.04,3489998.56,3703990.07,3910816.18,3999800.83,4078670.45,4164469.49,4055525.74,4115325.5,4258957.64,4116886.77,4038119.75,3958049.62,3961936.47,3847534.1,3705568.25,3631387.89,3529725.25,3465283.9,3434650.45,3455359.74,2723630.47,2667462.18,2791742.43,2881683.5,2587303.56,2467305.49,2358575.03,2300386.77,2372130.22,2201528.13,2190772.36,2170254.78,2156692.41,2204406.33,2234461.57,2272447.64,2308964.38,2352447.37,2395959.19,2431237.36,2453710.22,2467975.4,2475011.89,2466823.43,2434518.55,2385988.54,2332668.96,2279512.11,2231279.8,2194194.51,2165101.47,2134538.17,2098751.14,2060503.51,2021579.53,1975943.09,1923328.51,1865696.75,1801626.56,1720462.32,1638667.72,1567310.56,1504437.82,1447127.61,1401931.46,1360344.95,1311925.17,1254085.01,1195663.35,1140433.63,1083805.77,1024960.33,964978.14,902784.88,831815.78,754635.81,678618.66,606700.77,555484.7,479954.37,429256.2,377665.05,321749.2,268504.27,221357.87,182192.93,146092.15,112835.19,88309.64,69422.35,53544.2,39017.57,27434.79,19604.68,13685.9,9319.27,6328.58,4018.46,7487.51
"USA",1968,3,3,3385309.39,3442478.04,3489998.56,3703990.07,3910816.18,3999800.83,4078670.45,4164469.49,4055525.74,4115325.5,4258957.64,4116886.77,4038119.75,3958049.62,3961936.47,3847534.1,3705568.25,3631387.89,3529725.25,3465283.9,3434650.45,3455359.74,2723630.47,2667462.18,2791742.43,2881683.5,2587303.56,2467305.49,2358575.03,2300386.77,2372130.22,2201528.13,2190772.36,2170254.78,2156692.41,2204406.33,2234461.57,2272447.64,2308964.38,2352447.37,2395959.19,2431237.36,2453710.22,2467975.4,2475011.89,2466823.43,2434518.55,2385988.54,2332668.96,2279512.11,2231279.8,2194194.51,2165101.47,2134538.17,2098751.14,2060503.51,2021579.53,1975943.09,1923328.51,1865696.75,1801626.56,1720462.32,1638667.72,1567310.56,1504437.82,1447127.61,1401931.46,1360344.95,1311925.17,1254085.01,1195663.35,1140433.63,1083805.77,1024960.33,964978.14,902784.88,831815.78,754635.81,678618.66,606700.77,555484.7,479954.37,429256.2,377665.05,321749.2,268504.27,221357.87,182192.93,146092.15,112835.19,88309.64,69422.35,53544.2,39017.57,27434.79,19604.68,13685.9,9319.27,6328.58,4018.46,7487.51
"USA",1968,3,4,3385309.39,3442478.04,3489998.56,3703990.07,3910816.18,3999800.83,4078670.45,4164469.49,4055525.74,4115325.5,4258957.64,4116886.77,4038119.75,3958049.62,3961936.47,3847534.1,3705568.25,3631387.89,3529725.25,3465283.9,3434650.45,3455359.74,2723630.47,2667462.18,2791742.43,2881683.5,2587303.56,2467305.49,2358575.03,2300386.77,2372130.22,2201528.13,2190772.36,2170254.78,2156692.41,2204406.33,2234461.57,2272447.64,2308964.38,2352447.37,2395959.19,2431237.36,2453710.22,2467975.4,2475011.89,2466823.43,2434518.55,2385988.54,2332668.96,2279512.11,2231279.8,2194194.51,2165101.47,2134538.17,2098751.14,2060503.51,2021579.53,1975943.09,1923328.51,1865696.75,1801626.56,1720462.32,1638667.72,1567310.56,1504437.82,1447127.61,1401931.46,1360344.95,1311925.17,1254085.01,1195663.35,1140433.63,1083805.77,1024960.33,964978.14,902784.88,831815.78,754635.81,678618.66,606700.77,555484.7,479954.37,429256.2,377665.05,321749.2,268504.27,221357.87,182192.93,146092.15,112835.19,88309.64,69422.35,53544.2,39017.57,27434.79,19604.68,13685.9,9319.27,6328.58,4018.46,7487.51
"USA",1968,3,5,3385309.39,3442478.04,3489998.56,3703990.07,3910816.18,3999800.83,4078670.45,4164469.49,4055525.74,4115325.5,4258957.64,4116886.77,4038119.75,3958049.62,3961936.47,3847534.1,3705568.25,3631387.89,3529725.25,3465283.9,3434650.45,3455359.74,2723630.47,2667462.18,2791742.43,2881683.5,2587303.56,2467305.49,2358575.03,2300386.77,2372130.22,2201528.13,2190772.36,2170254.78,2156692.41,2204406.33,2234461.57,2272447.64,2308964.38,2352447.37,2395959.19,2431237.36,2453710.22,2467975.4,2475011.89,2466823.43,2434518.55,2385988.54,2332668.96,2279512.11,2231279.8,2194194.51,2165101.47,2134538.17,2098751.14,2060503.51,2021579.53,1975943.09,1923328.51,1865696.75,1801626.56,1720462.32,1638667.72,1567310.56,1504437.82,1447127.61,1401931.46,1360344.95,1311925.17,1254085.01,1195663.35,1140433.63,1083805.77,1024960.33,964978.14,902784.88,831815.78,754635.81,678618.66,606700.77,555484.7,479954.37,429256.2,377665.05,321749.2,268504.27,221357.87,182192.93,146092.15,112835.19,88309.64,69422.35,53544.2,39017.57,27434.79,19604.68,13685.9,9319.27,6328.58,4018.46,7487.51
"USA",1968,3,6,3385309.39,3442478.04,3489998.56,3703990.07,3910816.18,3999800.83,4078670.45,4164469.49,4055525.74,4115325.5,4258957.64,4116886.77,4038119.75,3958049.62,3961936.47,3847534.1,3705568.25,3631387.89,3529725.25,3465283.9,3434650.45,3455359.74,2723630.47,2667462.18,2791742.43,2881683.5,2587303.56,2467305.49,2358575.03,2300386.77,2372130.22,2201528.13,2190772.36,2170254.78,2156692.41,2204406.33,2234461.57,2272447.64,2308964.38,2352447.37,2395959.19,2431237.36,2453710.22,2467975.4,2475011.89,2466823.43,2434518.55,2385988.54,2332668.96,2279512.11,2231279.8,2194194.51,2165101.47,2134538.17,2098751.14,2060503.51,2021579.53,1975943.09,1923328.51,1865696.75,1801626.56,1720462.32,1638667.72,1567310.56,1504437.82,1447127.61,1401931.46,1360344.95,1311925.17,1254085.01,1195663.35,1140433.63,1083805.77,1024960.33,964978.14,902784.88,831815.78,754635.81,678618.66,606700.77,555484.7,479954.37,429256.2,377665.05,321749.2,268504.27,221357.87,182192.93,146092.15,112835.19,88309.64,69422.35,53544.2,39017.57,27434.79,19604.68,13685.9,9319.27,6328.58,4018.46,7487.51
"USA",1969,1,1,1758033.5,1710475.55,1723414.42,1790822.34,1912425.52,1990034.23,2041506.75,2084514.23,2090612.28,2087699.59,2175825.07,2110888.89,2111727.46,2054703.27,2057251.14,2013428.29,1943818.64,1890357.7,1825826.2,1733161.29,1661189.56,1590736.3,1683418.31,1318081.87,1346043.76,1359461.84,1404329.87,1288018.75,1213796.52,1153511.46,1187212.66,1111214.8,1082348.86,1064277.72,1083887.65,1050848.82,1076196.11,1089234.99,1103216.87,1124236.59,1157500.12,1165215.15,1178469.64,1182212.03,1186980.22,1192677.28,1181344.34,1164743.07,1151732.95,1126256.29,1111353.2,1078453.28,1054503.95,1034693.63,1017709.83,1001215.4,977852.98,952730.48,923085.8,894216.75,872909.17,829885.77,791798.47,750242.93,715864.74,681245.04,646596.76,617126.78,581911.11,558418.02,529424.54,492266.54,460047.93,432454.1,405190.46,378098.55,347871.47,316778.7,281242.25,248418.16,229077.83,196140.69,165772.76,144507.34,124038.3,102624.87,83151.91,66460.99,52820.64,40700,30202.1,22987.25,17392.99,12701.44,8877.65,6039.28,4267.54,2934.85,1939.68,1299.85,2319.45
